App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
F&M Bank - EZ Banking,FINANCE,3.9,49.0,3.9,10000.0,Free,0.0,Everyone,Finance,"February 24, 2017",3.34.0+1702241319.a,4.1 and up
EZ Financial Calculator,FINANCE,4.4,32.0,2.3,1000.0,Free,0.0,Everyone,Finance,"January 13, 2018",2.3,4.4 and up
EZ Quran,BOOKS_AND_REFERENCE,4.6,595.0,8.5,50000.0,Free,0.0,Everyone,Books & Reference,"June 28, 2016",6.0,4.1 and up
EZ Screenshot,TOOLS,4.4,55.0,1.4,5000.0,Free,0.0,Everyone,Tools,"September 12, 2017",1.1.4,5.0 and up
EZ Utilities Extension,TOOLS,3.9,33.0,0.4619140625,5000.0,Free,0.0,Everyone,Tools,"May 5, 2016",9.0,6.0 and up
EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,40.0,3.9,1000.0,Free,0.0,Everyone,Video Players & Editors,"July 13, 2017",1.0.0,5.0 and up
HTC Sense Input - FA,TOOLS,4.6,1420.0,1.6,100000.0,Free,0.0,Everyone,Tools,"November 9, 2015",1.0.606863,5.0 and up
"FEABIE: Feedees, BBW, BHM & FA",DATING,3.7,1212.0,13.0,100000.0,Free,0.0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up
Test Server SMS FA,COMMUNICATION,4.3,0.0,1.8,5.0,Free,0.0,Everyone,Communication,"July 27, 2018",1.0,4.0.3 and up
All Social Networks,SOCIAL,4.2,22650.0,1.5,1000000.0,Free,0.0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up
Facebook Face to Face Events,BUSINESS,4.4,4518.0,26.0,1000000.0,Free,0.0,Everyone,Business,"March 1, 2018",1.5,4.1 and up
FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46.0,3.0,5000.0,Free,0.0,Everyone,Books & Reference,"April 30, 2018",1.1,4.0 and up
Hertfordshire FA,SPORTS,4.3,0.0,3.6,500.0,Free,0.0,Everyone,Sports,"January 18, 2017",1.3,4.0.3 and up
Farsi Keyboard,TOOLS,4.3,9716.0,1.3,1000000.0,Free,0.0,Everyone,Tools,"April 10, 2018",4.7,4.0 and up
Dio Fa Cose,FAMILY,4.3,35.0,1.3,1000.0,Free,0.0,Everyone,Entertainment,"March 15, 2018",1.0,2.3.3 and up
FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051.0,44.0,1000000.0,Free,0.0,Teen,Casino,"June 25, 2018",1.9.58,4.0.3 and up
F.A Sumon songs,FAMILY,4.3,6.0,5.4,1000.0,Free,0.0,Everyone,Entertainment,"March 18, 2018",1.1,4.1 and up
NCLEX-RN Q&A FLASH CARDS - FA Davis,MEDICAL,4.3,2.0,7.6,1000.0,Free,0.0,Everyone,Medical,"July 19, 2018",2.7.6,5.0 and up
LEADS FA,FINANCE,4.3,31.0,14.0,1000.0,Free,0.0,Everyone,Finance,"October 17, 2017",1.0,4.1 and up
All AJK Board Matric Fa Fsc Results,FAMILY,4.3,0.0,2.6,10.0,Free,0.0,Everyone,Education,"July 22, 2018",1.0,4.0 and up
Authy 2-Factor Authentication,TOOLS,4.3,15070.0,6.3,1000000.0,Free,0.0,Everyone,Tools,"July 30, 2018",23.2.7,4.0.3 and up
Flash Light on Call & SMS,TOOLS,4.1,25438.0,3.2,1000000.0,Free,0.0,Everyone,Tools,"April 24, 2018",1.2.3,4.0.3 and up
Facebook Creator,SOCIAL,4.2,3895.0,13.0,1000000.0,Free,0.0,Teen,Social,"June 27, 2018",176.0.0.29.0,4.4 and up
Swift for Facebook Lite,SOCIAL,4.3,9562.0,5.8,500000.0,Free,0.0,Teen,Social,"May 31, 2018",4.1.0,Varies with device
Friendly for Facebook,SOCIAL,4.5,42621.0,23.0,1000000.0,Free,0.0,Teen,Social,"August 7, 2018",2.1.05,4.4 and up
Mini for fb lite,TOOLS,4.0,710.0,1.1,100000.0,Free,0.0,Everyone,Tools,"May 24, 2018",1.0,2.3 and up
Faster for Facebook Lite,SOCIAL,4.3,24456.0,4.6,1000000.0,Free,0.0,Teen,Social,"May 29, 2018",4.7,4.1 and up
Facebook Ads Manager,BUSINESS,4.1,19051.0,13.0,1000000.0,Free,0.0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up
Puffin for Facebook,SOCIAL,4.0,10743.0,13.0,500000.0,Free,0.0,Teen,Social,"December 28, 2017",7.0.4.17908,4.1 and up
Lite for Facebook Messenger,COMMUNICATION,4.3,76498.0,4.3,1000000.0,Free,0.0,Teen,Communication,"June 20, 2018",6.3.2,Varies with device
Profile Tracker - Who Viewed My Facebook Profile,SOCIAL,4.7,37090.0,4.8,500000.0,Free,0.0,Teen,Social,"August 1, 2018",5.4,4.1 and up
Who viewed my fb profile pro★★,FAMILY,4.5,6396.0,4.2,100000.0,Free,0.0,Everyone,Entertainment,"August 17, 2017",24.4,4.1 and up
Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,434.0,3.6,50000.0,Free,0.0,Everyone,Tools,"August 8, 2018",1.1.9,4.0.3 and up
Pink Color for Facebook,SOCIAL,4.1,5285.0,4.0,500000.0,Free,0.0,Everyone,Social,"July 1, 2018",2.0.5,4.1 and up
"Stickers for Imo, fb, whatsapp",SOCIAL,4.4,214.0,8.7,10000.0,Free,0.0,Teen,Social,"October 23, 2016",1.0.0.2,2.3 and up
Downloader plus for FB,SOCIAL,4.3,4.0,5.1,500.0,Free,0.0,Everyone,Social,"December 23, 2017",1.3,4.2 and up
Cover Camera for FB,PHOTOGRAPHY,3.8,742.0,1.8,100000.0,Free,0.0,Everyone,Photography,"March 9, 2014",3.0.0,2.2 and up
MB Notifications for FB (Free),SOCIAL,3.9,3047.0,1.5,100000.0,Free,0.0,Teen,Social,"April 29, 2015",1.17.0,2.3 and up
MultiMessage for FB Messenger,PRODUCTIVITY,4.2,182.0,7.0,50000.0,Free,0.0,Everyone,Productivity,"April 28, 2018",1.0.1,4.2 and up
Messenger Kids – Safer Messaging and Video Chat,FAMILY,4.2,3478.0,13.0,500000.0,Free,0.0,Everyone,Communication;Creativity,"August 6, 2018",33.0.0.22.76,4.4 and up
FB Live,BUSINESS,3.7,27.0,18.0,5000.0,Free,0.0,Everyone,Business,"May 17, 2018",1.2.0,5.0 and up
Phoenix - Facebook & Messenger,SOCIAL,4.3,9606.0,3.4,100000.0,Free,0.0,Teen,Social,"July 18, 2018",2.2.0717,5.0 and up
Faster Social for Facebook,SOCIAL,4.2,1236.0,3.3,100000.0,Free,0.0,Teen,Social,"August 2, 2018",1.8,4.3 and up
Check Your Visitors on FB ?,SOCIAL,3.6,40.0,1.5,5000.0,Free,0.0,Everyone,Social,"February 17, 2017",4.4,4.2 and up
Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,4.3,20.0,5.1,5000.0,Free,0.0,Everyone,Video Players & Editors,"April 27, 2018",1.0.0,4.0.3 and up
Stickers for Facebook,SOCIAL,4.3,11066.0,10.0,1000000.0,Free,0.0,Everyone,Social,"March 13, 2018",1.4,4.4 and up
Video Download For FB,TOOLS,4.3,444.0,1.6,100000.0,Free,0.0,Everyone,Tools,"July 14, 2017",1.0,3.0 and up
Video Downloader for FB : Video Download with Link,VIDEO_PLAYERS,4.5,1060.0,3.2,100000.0,Free,0.0,Everyone,Video Players & Editors,"December 20, 2017",2.1,4.0 and up
Video Downloader for FB,TOOLS,4.3,53.0,3.0,5000.0,Free,0.0,Everyone,Tools,"August 1, 2018",1.0.1,4.0.3 and up
FB Photographie,PHOTOGRAPHY,4.7,37.0,10.0,1000.0,Free,0.0,Everyone,Photography,"May 22, 2016",2.0,4.0 and up
Lite Messenger for Facebook Lite,SOCIAL,3.8,108.0,2.8,10000.0,Free,0.0,Teen,Social,"May 28, 2018",3.1,4.2 and up
Download Facebook Photo Albums,TOOLS,4.0,3840.0,2.5,100000.0,Free,0.0,Everyone,Tools,"June 2, 2017",2.4,4.4 and up
Mini for Facebook lite,SOCIAL,4.1,260.0,1.3,10000.0,Free,0.0,Teen,Social,"June 21, 2018",1.2,3.0 and up
FB Advanced Search,SOCIAL,4.3,2.0,11.0,50.0,Free,0.0,Teen,Social,"July 21, 2018",1.1.1,4.4 and up
funny Image Comments for FB,SOCIAL,3.9,19.0,15.0,5000.0,Free,0.0,Teen,Social,"February 13, 2018",2.0,4.1 and up
IDM for Facebook ★ Downloader,PRODUCTIVITY,4.3,1905.0,3.1,100000.0,Free,0.0,Everyone,Productivity,"October 17, 2015",7.95,2.3 and up
EasyLive - FB Live Helper,BUSINESS,4.3,6.0,3.7,500.0,Free,0.0,Teen,Business,"June 25, 2018",1.9.0,5.0 and up
HD VideoDownlaoder For Fb : XXVideo Downloader,VIDEO_PLAYERS,4.2,61.0,6.1,10000.0,Free,0.0,Everyone,Video Players & Editors,"July 30, 2018",1.0.3,4.0.3 and up
Barca News - app for Barcelona FC Fans,SPORTS,4.5,207.0,4.5,10000.0,Free,0.0,Everyone,Sports,"November 13, 2017",2.6.0,4.0 and up
FC Barcelona Fantasy Manager: Real football mobile,SPORTS,4.4,15221.0,30.0,1000000.0,Free,0.0,Everyone,Sports,"October 2, 2017",7.30.005,4.0.3 and up
Classic FC 64 IN 1,FAMILY,4.2,1749.0,6.2,100000.0,Free,0.0,Everyone,Casual,"December 29, 2017",1.0.0,2.3 and up
FC Barcelona Official Keyboard,SPORTS,4.7,5229.0,20.0,500000.0,Free,0.0,Everyone,Sports,"May 17, 2018",2.1.0.0.15734,4.1 and up
Barcelona Live 2018—Goals & News for Barca FC Fans,SPORTS,4.6,342.0,38.0,10000.0,Free,0.0,Everyone,Sports,"August 6, 2018",2.22.0,4.2 and up
Barcelona News - Sportfusion,SPORTS,4.4,382.0,20.0,10000.0,Free,0.0,Everyone,Sports,"March 6, 2018",3.953,4.1 and up
Barcelona Calendar,SPORTS,4.4,670.0,3.1,10000.0,Free,0.0,Everyone,Sports,"November 17, 2017",2.2,4.0.3 and up
"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,4.8,160.0,6.4,10000.0,Free,0.0,Everyone,Sports,"August 4, 2018",4.0,4.1 and up
FC BARCELONA EVENTS,SPORTS,4.3,6.0,11.0,100.0,Free,0.0,Everyone,Sports,"April 22, 2018",v2.7.11.16,4.1 and up
Cambridge English FC,FAMILY,4.4,761.0,11.0,50000.0,Free,0.0,Everyone,Education,"October 6, 2016",2.1.0,4.0 and up
Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38.0,2.6,10000.0,Free,0.0,Everyone,Sports,"August 17, 2017",1.0,4.0 and up
FCB Connect - FC Barcelona,SOCIAL,4.5,795.0,21.0,50000.0,Free,0.0,Teen,Social,"June 7, 2018",2.1.5,4.1 and up
1. FC Köln App,SPORTS,4.6,2019.0,41.0,100000.0,Free,0.0,Everyone,Sports,"July 20, 2018",1.13.0,4.4 and up
FC Porto,SPORTS,4.9,15883.0,21.0,100000.0,Free,0.0,Everyone,Sports,"June 19, 2018",2.6.0,4.0.3 and up
Fulham FC,SPORTS,4.3,401.0,2.8,10000.0,Free,0.0,Everyone,Sports,"August 9, 2017",5.0,2.3 and up
Barcelona FC Noticias Live,NEWS_AND_MAGAZINES,4.3,2.0,3.6,500.0,Free,0.0,Everyone,News & Magazines,"February 4, 2018",2.0,4.0.3 and up
Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,91397.0,14.0,1000000.0,Free,0.0,Everyone,Productivity,"July 3, 2018",3.4.4,5.0 and up
Burnley FC,SPORTS,4.9,195.0,29.0,5000.0,Free,0.0,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up
Barcelona Wallpaper HD,PERSONALIZATION,4.5,93.0,5.7,10000.0,Free,0.0,Everyone,Personalization,"February 28, 2018",1.10,4.1 and up
Sydney FC Official App,SPORTS,4.6,57.0,17.0,5000.0,Free,0.0,Everyone,Sports,"June 26, 2018",3.0.0,4.1 and up
Birmingham City FC,SPORTS,4.5,191.0,28.0,10000.0,Free,0.0,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up
FC Browser - Focus Privacy Browser,COMMUNICATION,4.1,26.0,4.6,1000.0,Free,0.0,Everyone,Communication,"November 24, 2017",1.0,5.0 and up
My AEK - Official ΑΕΚ FC app,SPORTS,4.8,3346.0,13.0,50000.0,Free,0.0,Everyone,Sports,"January 18, 2018",2.0.2,Varies with device
FC Parking,MAPS_AND_NAVIGATION,4.3,0.0,19.0,500.0,Free,0.0,Everyone,Maps & Navigation,"December 1, 2017",1.0.0,4.1 and up
Noticias FC Barcelona,NEWS_AND_MAGAZINES,5.0,4.0,3.1,100.0,Free,0.0,Everyone,News & Magazines,"June 15, 2018",1.3,4.4 and up
Middlesbrough FC Official,SPORTS,4.5,152.0,36.0,10000.0,Free,0.0,Everyone,Sports,"May 29, 2018",2018.5.25,4.4 and up
The 5th Stand,SPORTS,4.8,1697.0,17.0,100000.0,Free,0.0,Everyone,Sports,"July 31, 2018",1.2.677,4.4 and up
FC Zenit official Android app,SPORTS,4.5,5675.0,49.0,100000.0,Free,0.0,Everyone,Sports,"April 18, 2018",3.0.10,4.1 and up
Fan App for Portsmouth FC,SPORTS,4.5,53.0,12.0,1000.0,Free,0.0,Teen,Sports,"August 6, 2016",060816,4.2 and up
Latest Barcelona News 24h,NEWS_AND_MAGAZINES,4.5,104.0,3.0,10000.0,Free,0.0,Everyone,News & Magazines,"January 6, 2018",1.3,4.0 and up
Fan App for Reading FC,SPORTS,3.6,9.0,13.0,500.0,Free,0.0,Teen,Sports,"August 6, 2016",060816,4.2 and up
Deportivo Toluca FC,SPORTS,4.7,2317.0,5.9,50000.0,Free,0.0,Everyone,Sports,"July 26, 2018",2.0.20,5.0 and up
Underdog FC,SPORTS,4.6,216.0,40.0,10000.0,Free,0.0,Everyone,Sports,"August 2, 2018",23.17,4.1 and up
Las Vegas Lights FC,SPORTS,4.9,10.0,14.0,500.0,Free,0.0,Everyone,Sports,"March 9, 2018",2.0.833.18,4.0.3 and up
APOEL FC,SPORTS,4.6,688.0,13.0,10000.0,Free,0.0,Everyone,Sports,"January 7, 2015",Varies with device,Varies with device
FD Shift Calendar Widget,TOOLS,4.1,981.0,0.0712890625,100000.0,Free,0.0,Everyone,Tools,"March 16, 2011",1.2.4,1.6 and up
Bank FD Interest Calculator,FINANCE,4.5,166.0,3.5,10000.0,Free,0.0,Everyone,Finance,"January 7, 2018",2.5,4.0.3 and up
FD VR Video Player - (Stored),FAMILY,3.9,751.0,17.0,100000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
FD Mobile,FAMILY,3.9,53.0,7.9,5000.0,Free,0.0,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up
Formula DRIFT,SPORTS,4.6,169.0,19.0,10000.0,Free,0.0,Everyone,Sports,"July 27, 2018",2.0.855.33,4.0.3 and up
FD VR - Virtual 3D Web Browser,FAMILY,3.8,729.0,30.0,100000.0,Free,0.0,Everyone,Entertainment,"March 9, 2018",4.6.12c,4.4 and up
FD Community FCU Mobile,FINANCE,4.7,175.0,12.0,1000.0,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up
Female Daily,BEAUTY,3.9,4354.0,42.0,100000.0,Free,0.0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up
FD VR - Virtual App Launcher,LIBRARIES_AND_DEMO,4.1,1463.0,7.4,100000.0,Free,0.0,Everyone,Libraries & Demo,"November 30, 2016",3.6.1,4.4 and up
FD VR Player - for 360 Youtube,FAMILY,3.9,100.0,9.1,10000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
FD VR Store -VR Games and Apps,FAMILY,4.0,105.0,7.5,10000.0,Free,0.0,Everyone,Simulation,"November 30, 2016",3.6.1,4.4 and up
Policy And FD Manager,FINANCE,4.3,20.0,4.8,500.0,Free,0.0,Everyone,Finance,"June 9, 2018",14,4.4 and up
FD VR - Virtual Reality Camera,FAMILY,4.0,1007.0,7.4,100000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
Sports Lite,SPORTS,4.4,16.0,4.9,1000.0,Free,0.0,Everyone,Sports,"July 31, 2018",1.0,4.0.3 and up
FD VR Theater - for Youtube VR,FAMILY,4.1,4585.0,9.1,1000000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
Story Time FD,FAMILY,5.0,2.0,4.2,10.0,Free,0.0,Everyone 10+,Simulation,"March 25, 2016",1.1,1.6 and up
FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,12.0,2.7,1000.0,Free,0.0,Everyone,Finance,"June 13, 2018",2.1,5.0 and up
Financial Calculator India,FINANCE,4.6,13819.0,3.9,1000000.0,Free,0.0,Everyone,Finance,"July 4, 2018",3.3,4.0 and up
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5.0,104.0,2.3,1000.0,Free,0.0,Everyone,Finance,"August 7, 2018",2.1.0,4.1 and up
FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76.0,35.0,10000.0,Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up
"EMI, FD, RD - Bank Calculator",FINANCE,4.7,42.0,3.5,5000.0,Free,0.0,Everyone,Finance,"April 2, 2017",2.3,4.1 and up
FD VR Player - for Youtube 3D,FAMILY,4.0,2378.0,9.1,500000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
RD/FD Calculator,FINANCE,4.4,92.0,1.5,10000.0,Free,0.0,Everyone,Finance,"January 31, 2017",1.2.1,4.0.3 and up
FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,15.0,26.0,1000.0,Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up
FD VR - Virtual Photo Gallery,FAMILY,3.5,179.0,7.4,10000.0,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
Fix Deposit Calculator (FD),FINANCE,4.1,7.0,2.1,1000.0,Free,0.0,Everyone,Finance,"February 6, 2018",1.0,4.0.3 and up
FD Interest Calculator,FINANCE,4.2,17.0,4.7,5000.0,Free,0.0,Everyone,Finance,"January 18, 2015",2.7,3.0 and up
Deposit Calculator FD & RD,FINANCE,4.4,18.0,3.4,10000.0,Free,0.0,Everyone,Finance,"January 21, 2017",1.1,3.0 and up
FD Fotografia,PHOTOGRAPHY,4.3,2.0,4.2,100.0,Free,0.0,Everyone,Photography,"January 17, 2018",0.0.9,4.1 and up
Banking Calculator,FINANCE,4.5,3704.0,4.6,100000.0,Free,0.0,Everyone,Finance,"March 20, 2018",34,2.3 and up
FD Fitness,HEALTH_AND_FITNESS,4.3,3.0,21.0,50.0,Free,0.0,Everyone,Health & Fitness,"July 4, 2018",6.3.1,4.0.3 and up
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,58.0,2.7,10000.0,Free,0.0,Everyone,Finance,"December 9, 2015",1.6.3,3.0 and up
EMI Calculator | FD Calculator | RD calculator,FINANCE,4.6,106.0,4.4,10000.0,Free,0.0,Everyone,Finance,"March 19, 2018",5.3,4.0.3 and up
LineStar for FanDuel,SPORTS,4.3,1539.0,14.0,50000.0,Free,0.0,Teen,Sports,"June 6, 2018",3.0.3,4.0.3 and up
HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755.0,17.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"March 16, 2018",4.0.3,4.1 and up
Santa Fe FCU Mobile Banking,FINANCE,4.3,12.0,9.0,1000.0,Free,0.0,Everyone,Finance,"January 22, 2018",1.18.4,4.0 and up
FE Connect,TOOLS,4.8,24.0,4.5,5000.0,Free,0.0,Everyone,Tools,"September 14, 2017",2.3.0,4.0.3 and up
FE CREDIT - TET VUI,FINANCE,4.1,125.0,15.0,50000.0,Free,0.0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up
Comunidad De Fe Minitries,LIFESTYLE,5.0,19.0,11.0,500.0,Free,0.0,Everyone,Lifestyle,"March 1, 2018",1.1,4.1 and up
FE Other Disciplines Engineering Exam Prep,FAMILY,4.3,0.0,21.0,100.0,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
FE EN ACCIÓN RADIO,FAMILY,4.3,1.0,2.9,10.0,Free,0.0,Everyone,Entertainment,"July 5, 2018",1.4,5.0 and up
FE Electric & Comp Engineering,FAMILY,4.3,2.0,20.0,500.0,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
Caprock Santa Fe Credit Union,FINANCE,4.3,0.0,2.9,100.0,Free,0.0,Everyone,Finance,"March 23, 2018",3.0.6,4.1 and up
FE Chemical Engineering Exam Prep,FAMILY,4.3,2.0,20.0,100.0,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
Santa Fe Map and Walks,TRAVEL_AND_LOCAL,4.3,2.0,47.0,1000.0,Free,0.0,Everyone,Travel & Local,"April 20, 2018",32,4.0 and up
FE IP,TOOLS,4.3,3.0,12.0,1000.0,Free,0.0,Everyone,Tools,"October 27, 2017",1.51,3.0 and up
Safe Santa Fe,FAMILY,5.0,2.0,12.0,1000.0,Free,0.0,Everyone,Education,"July 4, 2016",1.0,4.0 and up
Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,4.1,25.0,17.0,1000.0,Free,0.0,Everyone,News & Magazines,"June 21, 2018",4.7.4.18.0621,4.1 and up
L!FE Premium Training,HEALTH_AND_FITNESS,4.3,2.0,10.0,100.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
Theme for Galaxy Note FE Launcher | Live Wallpaper,PERSONALIZATION,4.3,2.0,26.0,100.0,Free,0.0,Everyone,Personalization,"December 22, 2017",1.0,4.0 and up
Theme for Galaxy Note FE,PERSONALIZATION,4.3,3.0,9.2,100.0,Free,0.0,Everyone,Personalization,"July 29, 2017",1.0,2.3.3 and up
Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,7.0,9.8,1000.0,Free,0.0,Everyone,Personalization,"August 28, 2017",1.0,4.0 and up
La Fe de Jesus,BOOKS_AND_REFERENCE,4.3,8.0,0.642578125,1000.0,Free,0.0,Everyone,Books & Reference,"January 31, 2017",Varies with device,3.0 and up
Santa Fe Indian Market,FAMILY,3.8,4.0,30.0,500.0,Free,0.0,Everyone,Entertainment,"July 23, 2018",5.11,5.0 and up
FE Connect Fhoton,TOOLS,4.3,0.0,1.8,100.0,Free,0.0,Everyone,Tools,"November 28, 2017",1.1,4.0.3 and up
La Fe de Jesús,BOOKS_AND_REFERENCE,4.3,10.0,2.9,500.0,Free,0.0,Everyone,Books & Reference,"August 23, 2017",1,4.0.3 and up
Santa Fe Espresso & News,FOOD_AND_DRINK,4.3,0.0,15.0,10.0,Free,0.0,Everyone,Food & Drink,"October 12, 2017",1.2.2,4.4 and up
Santa Fe Sentry,HOUSE_AND_HOME,4.3,0.0,5.3,100.0,Free,0.0,Everyone,House & Home,"August 7, 2017",1.6.0,4.1 and up
Santa Fe Thrive,HEALTH_AND_FITNESS,5.0,2.0,8.3,50.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
FE Connect Drive-Tech,BUSINESS,4.3,0.0,20.0,100.0,Free,0.0,Everyone,Business,"February 12, 2018",1.2.1.0,4.1 and up
FE Mix - Jokes - Status - Wallpaper,FAMILY,4.3,3.0,3.0,1000.0,Free,0.0,Everyone,Entertainment,"June 2, 2018",2.1,4.4 and up
Frases Cristianas de Esperanza y Fe,SOCIAL,4.3,2.0,5.6,100.0,Free,0.0,Everyone,Social,"October 18, 2017",1.0,2.3 and up
Theme for Samsung Galaxy Note FE,PERSONALIZATION,4.5,52.0,7.9,10000.0,Free,0.0,Everyone,Personalization,"July 4, 2017",1.0,2.3.3 and up
Santa Fe VIP Tours,TRAVEL_AND_LOCAL,4.3,1.0,22.0,100.0,Free,0.0,Everyone,Travel & Local,"August 19, 2017",2.8,4.0 and up
Santa Fe App,SPORTS,4.3,196.0,5.0,5000.0,Free,0.0,Everyone,Sports,"August 9, 2017",2.1.0,4.0.3 and up
Curso Básico y Avanzado la Fe de Jesús Audio-Texto,FAMILY,4.3,0.0,11.0,10.0,Free,0.0,Everyone 10+,Education,"July 12, 2018",1.0,4.0 and up
Ríos de Fe,LIFESTYLE,5.0,141.0,15.0,1000.0,Free,0.0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up
Theme For Galaxy Note FE,PERSONALIZATION,4.3,0.0,7.5,100.0,Free,0.0,Everyone,Personalization,"April 19, 2018",1.1,4.1 and up
Le Fe de Jesus,BOOKS_AND_REFERENCE,4.3,3.0,4.1,500.0,Free,0.0,Everyone,Books & Reference,"December 17, 2015",1.0,2.3.3 and up
FG Wallet,FINANCE,4.3,9.0,12.0,1000.0,Free,0.0,Everyone,Finance,"June 6, 2018",2.1,6.0 and up
FG On-The-Go,TOOLS,4.9,55.0,25.0,1000.0,Free,0.0,Everyone,Tools,"June 29, 2018",2.01.0.2,4.1 and up
FG Autumn Photo Puzzle,FAMILY,4.3,0.0,4.6,10.0,Free,0.0,Everyone,Puzzle,"August 23, 2017",1.0,4.0 and up
Radio FG Paris Underground,FAMILY,4.3,3.0,1.7,100.0,Free,0.0,Teen,Entertainment,"July 26, 2015",2,2.2 and up
FG Radio - Radios de France,FAMILY,4.3,0.0,6.5,10.0,Free,0.0,Everyone,Entertainment,"June 10, 2018",1.0,4.2 and up
FG SPINNER,GAME,4.3,2.0,36.0,10.0,Free,0.0,Everyone,Board,"April 6, 2018",0.90,4.0.3 and up
FG Finder,TOOLS,4.3,154.0,17.0,10000.0,Free,0.0,Everyone,Tools,"July 16, 2018",2.1.0,4.1 and up
FG. Chic - House Lounge Musique - Radios de France,FAMILY,4.3,1.0,6.5,50.0,Free,0.0,Everyone,Entertainment,"June 9, 2018",1.0,4.2 and up
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649.0,39.0,1000000.0,Free,0.0,Teen,Action,"July 26, 2018",1.0.3,4.2 and up
FG VOC,BUSINESS,4.8,6.0,7.7,1000.0,Free,0.0,Everyone,Business,"August 7, 2018",2.1.5,4.1 and up
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164.0,17.0,10000.0,Free,0.0,Everyone,Action,"August 23, 2017",1.0,2.3 and up
FG Rockstar,FAMILY,4.3,1.0,30.0,10.0,Free,0.0,Everyone,Education,"August 2, 2018",1.1.5,4.1 and up
POLARIS 2MFG,FAMILY,4.8,1228.0,29.0,10000.0,Free,0.0,Everyone,Education,"March 28, 2018",1.7,4.1 and up
Gun Disassembly 2,FAMILY,4.1,26347.0,48.0,1000000.0,Free,0.0,Everyone 10+,Entertainment,"September 15, 2017",14.0.1,2.2 and up
Fields of Battle,GAME,4.1,71476.0,50.0,1000000.0,Free,0.0,Everyone 10+,Action,"April 21, 2018",2.14,4.0 and up
Leghe Fantagazzetta,SPORTS,4.1,79464.0,27.0,1000000.0,Free,0.0,Everyone,Sports,"August 6, 2018",5.0.8,4.4 and up
Field Goal Tournament,SPORTS,3.7,2980.0,21.0,100000.0,Free,0.0,Everyone,Sports,"September 1, 2015",1.2.8,2.3 and up
Disney Princess Palace Pets,FAMILY,3.9,60097.0,19.0,1000000.0,Free,0.0,Everyone,Entertainment;Pretend Play,"February 10, 2018",5.1,4.2 and up
Scary Video Maker,FAMILY,3.7,9296.0,28.0,500000.0,Free,0.0,Teen,Entertainment,"July 24, 2018",1.14,4.1 and up
